fullName,gender,dob,age,contactNumber,email,address,city,state,pin,employmentType,employerName,netMonthlyIncome,loanType,loanAmount,loanTenure,hasIdentityProof,hasAddressProof,hasBankStatement,hasSalaryProof,declaration,travelDestination,travelPurpose,travelCost,departureDate,returnDate,loanApproved
Michaela Davis,other,1958-11-17,19,870.771.1478,thall@example.com,20746 Foster Junctions Apt. 183,New Jillianfort,Kentucky,90850,business owner,Torres-Richards,15434.864121118371,travel,4023.324055039958,12,True,False,False,True,True,Nepal,vacation,4493.651198268983,2024-06-17,2024-09-02,True
Marcia Briggs,other,1982-11-26,22,001-755-896-7076x8546,charlesbrooks@example.org,666 Ronald Prairie Apt. 466,Jamesburgh,Georgia,10920,self-employed,Bridges-Jenkins,9545.530910724847,travel,9183.336925792468,8,True,True,True,False,True,South Georgia and the South Sandwich Islands,vacation,4844.52512787409,2024-05-29,2024-09-16,True
Jenna Santos,female,1958-06-28,49,791.425.3238x56411,robertwelch@example.org,45152 Lisa Fork Suite 002,South Mistymouth,Mississippi,75267,salaried,Young PLC,39033.61419180445,travel,8859.131635131158,11,False,True,True,True,True,Swaziland,vacation,5167.552242068155,2024-06-27,2024-08-06,False
Joanna Marshall,other,1978-01-26,30,406.333.5916,ashley41@example.net,45041 Amy Brook Apt. 621,Caseyburgh,Montana,22720,business owner,Navarro Group,18606.6030473771,travel,2905.097848921267,3,True,False,False,True,True,Ecuador,vacation,5775.025813579039,2024-06-19,2024-09-21,False
Allison Foster,female,1964-11-25,18,(460)992-2307,flemingangela@example.org,75047 Joseph Springs,Torresborough,Minnesota,82159,business owner,Berry-Hopkins,21291.088793627463,travel,11106.905571587333,3,False,True,True,True,True,Costa Rica,vacation,4107.908708415129,2024-07-13,2024-08-21,False
Rodney Walker,other,1979-06-26,28,840.785.9406,martineztiffany@example.org,036 Ryan Glens Suite 123,Savannahbury,Indiana,48909,self-employed,"Hall, Jackson and Peters",45793.8599439334,travel,19816.998578980776,5,False,True,True,False,True,Ireland,medical tourism,5926.679664364917,2024-07-09,2024-08-08,True
Luis Rose,other,1997-10-02,44,744.459.9991x778,amandarussell@example.com,330 Rebecca Lake,Erinstad,Indiana,94151,self-employed,Pacheco LLC,22374.845680512393,travel,12430.686254715942,10,False,True,False,False,True,Liechtenstein,medical tourism,6903.56175778003,2024-07-17,2024-08-18,False
Spencer Perry,female,1974-12-07,20,(711)540-4779x56770,millermelissa@example.org,365 Walters Mountain,Rickyfurt,Oregon,51522,salaried,"Garza, Clark and Gomez",33970.789324082456,travel,11584.17625238805,5,True,False,False,False,True,Cuba,medical tourism,5736.515842923369,2024-07-13,2024-08-21,True
Daniel Watson,other,1971-08-04,28,7564863842,veronicasaunders@example.net,6783 Daniel Plains,Port Kristie,Ohio,73468,self-employed,Whitaker-Bridges,13908.30063084262,travel,9679.26061670208,3,False,False,True,True,True,Bouvet Island (Bouvetoya),medical tourism,7823.991756444931,2024-07-01,2024-09-14,False
Nichole Eaton,other,1998-06-21,65,+1-445-223-9648,hailey11@example.net,71966 Amanda Causeway,New Ashleymouth,Wisconsin,78481,self-employed,Ramos-Nguyen,9141.788424584998,travel,11887.924656191515,8,False,True,True,False,True,El Salvador,medical tourism,9037.72339137728,2024-05-31,2024-09-08,False
Jim Jones,other,1959-08-09,34,(234)275-2521x88583,paige82@example.org,3050 Tom Villages,Samuelstad,Hawaii,91491,self-employed,Romero-Cabrera,38705.889352114675,travel,8406.742510201348,9,False,False,True,True,True,Kenya,vacation,3053.067949512111,2024-07-04,2024-08-15,False
Mary Watson,other,1992-07-27,38,601.348.0437x7439,joshualowe@example.net,31462 Welch Unions Suite 038,Hammondville,Wisconsin,64834,self-employed,Moreno-Black,21291.562936175007,travel,13408.90549099051,4,True,True,True,True,True,Slovenia,medical tourism,5537.437230727673,2024-06-09,2024-08-14,False
Kyle Hall,female,1964-01-20,70,495.984.4504x05496,bakerderek@example.com,81899 Randall Branch Suite 117,North Gabriel,Delaware,74135,business owner,"Dodson, Martin and Petersen",43394.263712526095,travel,17960.83056731405,5,True,False,False,True,True,Uganda,business trip,3279.6751123471263,2024-06-03,2024-09-05,False
Makayla Bailey,female,1995-11-27,48,8847217801,johnparker@example.org,5816 Clarence Pass Suite 052,South Peterport,Oregon,07253,business owner,Yates-Ibarra,48267.527911314806,travel,16430.426446778725,6,True,False,False,True,True,Bolivia,business trip,3748.8946974246082,2024-05-27,2024-08-20,True
Jon Sanders,male,1997-01-13,59,530.371.4330,eileen17@example.net,7389 Brett Spur,Markhaven,Virginia,96065,self-employed,Ward-Chavez,35064.332095373524,travel,9612.802449805431,9,True,False,True,False,True,Algeria,business trip,1953.5180872816381,2024-06-20,2024-08-12,True
Stephanie Watson,male,1957-06-03,66,(458)880-9075x3529,dawnbecker@example.com,396 Carrie Street Suite 374,Lake Sean,Arizona,18485,business owner,"Leonard, Jackson and Ramsey",48261.470106003,travel,6432.326062091783,6,True,False,True,False,True,Lao People's Democratic Republic,vacation,3344.865548686882,2024-06-08,2024-08-08,True
Megan Dennis,other,1993-11-21,65,326-470-1745x80441,stephanie86@example.org,705 Berry Curve,Jeffreyfurt,Pennsylvania,11709,salaried,Miller Group,17559.605771839848,travel,19610.947901506148,9,True,True,True,False,True,Armenia,business trip,4588.061946703176,2024-06-17,2024-08-17,True
Gregg Jackson,other,1974-01-25,48,001-877-454-5946x09280,qjohnson@example.net,2757 Pierce Fields,Lake Chelsea,Utah,86579,self-employed,Jones Ltd,40895.80944906754,travel,12665.98965601666,9,True,False,False,True,True,United Kingdom,medical tourism,8257.62536390985,2024-07-20,2024-08-28,False
Jackie Larson,female,1965-06-03,50,329.799.1598,leemelissa@example.com,910 Lang Mountains Apt. 134,Donnaview,Alaska,61782,self-employed,Watson Group,22907.042952208067,travel,13990.160568499497,9,True,True,False,True,True,North Macedonia,medical tourism,3353.936094941142,2024-07-23,2024-09-14,False
John Galloway,other,1956-12-17,66,(791)848-8619x6741,mckeemelinda@example.com,019 Norman Roads,Port Yvonnefort,Delaware,60025,self-employed,"Stark, Barnett and Daniels",34040.16908416365,travel,16249.261841744667,9,True,False,True,True,True,Eritrea,business trip,5613.103931361358,2024-06-14,2024-08-26,False
Lisa Mitchell,male,1990-03-06,34,(570)895-1617x32049,oliviapierce@example.org,976 Nichols Fork Apt. 267,Lake Joseph,South Dakota,21068,business owner,Williams-Marshall,15739.907898059004,travel,4104.963759034837,4,False,False,True,False,True,Marshall Islands,medical tourism,1421.702336661598,2024-07-05,2024-08-21,True
Noah Lewis,other,2003-06-15,37,(265)234-0761x33813,lopezkaren@example.org,370 Rodriguez Hill,Lake Aaronhaven,Montana,25867,business owner,"Wagner, Howard and Stewart",43279.45621584867,travel,18033.88952686502,10,True,False,False,True,True,South Africa,vacation,5709.210904204473,2024-05-31,2024-08-22,True
Dr. Richard Morrison,other,2001-05-04,33,989.524.3453,jimenezjermaine@example.net,014 Amanda Throughway Apt. 437,North Christopherton,Ohio,79613,self-employed,Le Inc,48045.37787428786,travel,18065.311716749537,6,False,True,False,True,True,Cook Islands,business trip,1596.1745059125847,2024-05-28,2024-08-17,False
Karen Ruiz,female,1987-09-14,29,840.282.2245x47743,daniel36@example.net,4602 Tina Shores,East Adrienneville,Illinois,50652,salaried,Hoffman-Carlson,37279.223907830215,travel,11890.215280959288,8,False,False,False,False,True,India,medical tourism,6236.134023837112,2024-05-31,2024-09-17,False
Anthony Perry,female,1984-09-17,22,+1-217-858-1194,gaustin@example.net,1702 Gardner Trace,North Debrahaven,Montana,85657,self-employed,"Nguyen, Hammond and Wilson",37508.76111906446,travel,11912.01703893238,10,True,True,False,False,True,Russian Federation,business trip,4599.781424814817,2024-05-27,2024-09-24,True
Erica Strickland,female,1981-06-01,56,875-589-8620,richardrogers@example.net,477 Randy Summit Apt. 331,Jeffreyberg,Texas,83034,salaried,Guerrero PLC,3122.1734186845606,travel,10180.206998629319,8,False,True,False,True,True,Kiribati,medical tourism,2670.765399231695,2024-06-22,2024-08-24,False
Jennifer Harris,other,1977-09-16,37,358.269.5321x832,terrellchristopher@example.net,2659 Jensen Rapid,Lake Christopher,Kansas,88151,salaried,Carey LLC,11114.870047155058,travel,18595.370139540202,3,False,False,True,False,True,Botswana,business trip,9247.789645343335,2024-07-22,2024-09-06,True
Clayton Johnson,female,1965-04-12,56,001-324-773-8634x9684,smitheric@example.net,28198 Dustin Trafficway Apt. 949,South Donald,Idaho,71846,business owner,Luna Ltd,49774.04106403515,travel,15327.62337260784,3,True,True,True,True,True,Turks and Caicos Islands,vacation,1237.5836822311808,2024-07-08,2024-07-29,False
Nathan Parker,male,1973-06-27,63,480-968-7389x4241,shannonclark@example.net,16458 Brian Parkway Apt. 382,East Kathyfurt,Indiana,75124,salaried,Harris Group,40067.40692365508,travel,16525.585450819606,5,True,False,True,False,True,Belgium,business trip,9780.250881613869,2024-06-18,2024-09-21,True
Donald Romero,female,1967-10-20,24,+1-937-505-6573,katherine29@example.org,2301 Hooper Rapid,Teresabury,Nevada,67025,self-employed,Flores Group,30345.569611781142,travel,4707.708724124062,12,False,False,False,False,True,Honduras,vacation,6251.056179032623,2024-07-11,2024-08-19,False
Alyssa Lewis,other,1969-09-16,26,(719)464-5308x799,wbaker@example.com,279 Hines Pines,Port Jeffrey,South Dakota,78245,business owner,Young-Brewer,49967.36399954955,travel,17178.342509840593,10,False,True,True,False,True,Poland,business trip,3565.9095447738214,2024-07-17,2024-08-03,False
Thomas Williams,female,2000-06-17,54,925-758-6445x78932,cooperarthur@example.com,52654 Linda Glens Apt. 176,West Omarbury,Nebraska,11805,self-employed,Walker Inc,45206.512482589555,travel,9601.700647412068,3,False,True,False,True,True,Ecuador,medical tourism,4063.9253601333285,2024-07-03,2024-08-08,False
Daniel Costa,male,1953-09-10,62,+1-399-535-3897x58764,kcruz@example.com,772 Salazar Knoll,Lindseyview,Rhode Island,61006,business owner,Ford LLC,43980.63837631864,travel,3835.528084117326,10,True,False,True,True,True,Saint Pierre and Miquelon,vacation,6214.680586611756,2024-06-06,2024-08-08,True
Mitchell Morrow,other,1984-10-29,28,001-912-374-0840x110,millerscott@example.net,93030 Colon Island,Gregoryside,Hawaii,23396,salaried,"Scott, Reynolds and Schwartz",16911.85974792106,travel,4215.654441333734,4,True,False,True,False,True,Netherlands Antilles,medical tourism,5022.803022977532,2024-07-02,2024-09-30,True
Cassidy Galloway,female,1962-11-05,24,001-389-337-5181x8810,autumn69@example.net,10725 Nicholson Mountain Apt. 292,Sheilamouth,Colorado,59415,business owner,Douglas-Davis,34008.660348208956,travel,17294.328491708846,7,True,True,True,True,True,Mozambique,vacation,7995.539665941052,2024-06-14,2024-08-14,True
Clifford Jones,female,1960-01-20,47,316.903.9594,claytonhowell@example.net,185 Beth Skyway,West Melissahaven,Montana,33814,business owner,Martin-Merritt,22595.317952549696,travel,18506.04057124139,11,False,False,False,False,True,Pakistan,business trip,7040.357843052841,2024-07-10,2024-08-05,True
Jacob Garcia,other,1963-05-02,70,(671)634-2251,andrewjones@example.com,89743 Jenkins Glens,Lake Kyleland,Delaware,69180,business owner,Todd-Kelly,18468.842953165786,travel,3880.5722916899217,7,True,False,True,True,True,Falkland Islands (Malvinas),business trip,1596.4682367884338,2024-07-12,2024-09-01,False
Casey Miranda,male,1976-12-17,29,296-629-7383x8796,xhernandez@example.net,920 Renee Hollow Suite 523,North Julie,Pennsylvania,39479,self-employed,"Hall, Love and Medina",47795.40342073643,travel,8848.12541618441,12,False,True,False,False,True,Jordan,medical tourism,6596.527231667755,2024-06-16,2024-08-15,True
Leslie Morris,female,2003-03-12,22,856.256.6169,vsnyder@example.net,1959 Kelly Mountain Suite 506,Lake Shane,Kansas,64175,salaried,"Taylor, Morrison and Fletcher",23994.678906623532,travel,7651.589405360836,5,False,True,False,False,True,Philippines,medical tourism,1234.1359169159273,2024-07-13,2024-09-02,True
William Mcclure,other,1984-05-23,62,(280)562-6527,fross@example.com,7531 Willis Divide Apt. 204,Shieldsmouth,Virginia,64274,business owner,Larson-Jones,40486.0864624725,travel,9613.98418428594,8,True,False,True,True,True,Syrian Arab Republic,business trip,1659.6176658902432,2024-05-30,2024-08-14,False
Brian Miller,other,1966-12-21,63,001-553-225-2566x517,harrisondavid@example.org,27221 Gaines Glen Suite 958,New Todd,Delaware,25190,self-employed,Quinn-Reed,49979.186293260515,travel,19757.463333958873,9,False,True,False,False,True,Palau,vacation,9773.562650177339,2024-06-19,2024-08-04,False
Brandon Archer,other,1982-11-09,62,+1-901-266-9137x53330,jerrywilliams@example.net,71136 Davis Ville,Frederickfurt,Iowa,24647,business owner,"Miller, Moore and Jones",47316.966890096934,travel,17349.41766572148,11,True,False,True,False,True,Guadeloupe,business trip,9561.261706386815,2024-07-15,2024-08-16,True
Erica Chase,male,1994-02-02,59,(325)746-2811x6947,kinggabriella@example.com,501 John Island Suite 232,Port Sarah,Nebraska,14120,self-employed,Lewis-Mclean,28206.938412127485,travel,6588.179087690496,9,False,False,True,True,True,Saint Helena,medical tourism,6569.251285209111,2024-06-15,2024-08-11,False
Wesley Martin,female,1981-11-17,63,241.820.8894,dennisbeasley@example.org,326 Woodward Summit,Martinland,North Dakota,97371,self-employed,Brown Ltd,29298.016509849,travel,7671.56469592499,9,False,False,True,False,True,Israel,medical tourism,8395.804883459805,2024-07-20,2024-09-15,True
Joseph Gilmore,other,1981-11-17,54,940-610-0852x93047,fortiz@example.net,7218 Gregory Mission,Dunlapfurt,Colorado,65048,salaried,"Kennedy, Griffith and Medina",10276.535844456981,travel,14300.83933289915,8,True,False,True,True,True,Germany,medical tourism,3260.2015441601047,2024-06-28,2024-08-14,False
Peggy Miranda,other,2006-02-10,67,+1-899-647-5289x596,gregorycastillo@example.com,2970 Heather Brooks,East Michelle,Maryland,99937,self-employed,Baker-Jones,40634.893884535035,travel,10338.466136367575,7,False,True,False,False,True,Turkmenistan,medical tourism,1263.788755126986,2024-07-19,2024-08-01,True
Joshua Page,female,1960-04-03,24,213-398-8082,richard53@example.org,00308 Smith Well,Cookshire,Iowa,08071,salaried,"Wright, Weber and Rollins",12767.778076870023,travel,19487.691709709525,5,True,True,True,False,True,Ukraine,business trip,1651.0443295405655,2024-05-29,2024-08-28,True
Leslie Riley,other,2001-02-03,18,907-565-4449x5432,bradley89@example.org,94450 Catherine Locks,Lake Deborah,Virginia,58960,business owner,Parker-Barnes,45893.78396086224,travel,12772.872507152517,8,True,False,False,False,True,Taiwan,vacation,4795.529890726697,2024-06-20,2024-09-29,False
James Burke,female,1961-03-24,43,+1-550-249-1634x556,susanalexander@example.net,44484 Watson Via,North Latoyamouth,Maine,49771,self-employed,Murray Inc,48944.89533273688,travel,3026.4139831900256,12,True,True,True,False,True,Antarctica (the territory South of 60 deg S),vacation,7500.0051473413205,2024-06-13,2024-09-28,True
Mary Williams,female,1988-09-30,18,8337474797,asims@example.net,6237 Henry Vista Apt. 581,New Laurentown,Mississippi,43026,salaried,"Ortiz, Hayes and Johnson",7518.795969563229,travel,8638.407073895265,5,True,True,True,True,True,Tajikistan,medical tourism,1300.7876802364628,2024-06-11,2024-09-03,True
Adam Wise,male,1988-02-21,40,(549)595-8283x72735,uthomas@example.com,93327 Orozco Inlet,Maryland,Texas,77140,business owner,Levy-Melton,18178.029390320455,travel,17424.962119918702,6,False,True,True,False,True,Somalia,medical tourism,6101.185250616308,2024-07-15,2024-09-13,False
Courtney Conner,female,1968-09-30,51,(591)514-4462,urobbins@example.net,58870 Eric Hill,Smithchester,North Carolina,09456,self-employed,"Snyder, Thomas and Acosta",44119.00639981234,travel,7459.001572243735,11,False,False,True,True,True,Australia,medical tourism,1675.0552728200585,2024-07-14,2024-08-28,False
Matthew Brown,male,1961-07-07,39,+1-751-508-6687x4996,christopher58@example.com,26124 Pierce Points Suite 631,West Jamesland,Michigan,85016,salaried,"Moran, Robinson and Cole",43244.91634080625,travel,3962.8368745869047,12,True,False,True,False,True,Djibouti,vacation,9666.846661154326,2024-06-06,2024-09-28,False
Mark Thompson,other,1977-07-20,23,459-294-3895x53222,marc91@example.org,8198 Nicholas Lake,Port Gabrielside,Arizona,42358,self-employed,"Massey, Yates and Lucas",9296.054975880405,travel,11989.95368700863,3,True,False,True,False,True,North Macedonia,vacation,9409.135173772625,2024-07-08,2024-08-27,True
Katherine Rodriguez,other,2006-04-14,57,851.288.8557x037,huntersara@example.net,1647 Roth Prairie Suite 745,Port Marialand,Virginia,07459,business owner,Hughes-Stewart,18573.34791000738,travel,7165.223756344929,8,True,True,False,True,True,Malawi,business trip,3865.1119295990625,2024-06-07,2024-08-09,True
Jessica Lee,male,1977-12-09,65,(633)238-0106x0858,brian10@example.com,28004 Renee Stream Suite 506,West Keith,Florida,47425,salaried,"Lee, Miller and Cook",9596.202707476612,travel,18178.795075550355,4,True,False,False,False,True,Indonesia,business trip,1928.7469080975643,2024-05-29,2024-09-10,False
Kelly Rogers,male,1963-02-20,45,001-579-505-6476x18973,lmitchell@example.net,574 James Oval,Villanuevaville,South Carolina,09101,self-employed,"Koch, Goodman and Garcia",24966.35066304712,travel,19557.852901426177,4,False,True,True,True,True,Tanzania,business trip,8577.813819346706,2024-07-19,2024-08-12,True
Linda Wise,female,1966-11-08,46,+1-238-287-8359x729,renee17@example.net,595 Taylor Knoll Suite 288,Watsonmouth,Texas,23156,self-employed,"Harris, Campos and Murphy",37728.19126323518,travel,5948.6288339345865,7,False,True,True,False,True,Sierra Leone,vacation,9976.995507160864,2024-07-04,2024-09-28,False
Carl Richmond,other,1976-11-17,29,001-876-829-8458x55973,zanderson@example.org,082 Sanders Brooks,Zacharyview,Hawaii,75199,salaried,"Warren, Gonzalez and Lee",48931.852707157654,travel,7735.089429682037,3,True,False,True,True,True,Swaziland,business trip,7565.854466954582,2024-07-14,2024-09-19,True
Patricia Johnson MD,other,1959-10-14,22,271.991.5936x117,rodriguezsarah@example.com,3997 Durham Tunnel,West Tylerside,California,42832,self-employed,Bradshaw-Luna,29123.11920947943,travel,13348.811461296473,4,True,False,False,True,True,Zambia,medical tourism,5707.247717372184,2024-06-24,2024-09-19,True
Jill Sims,other,1964-06-17,55,612.862.2380,bartonbrent@example.net,14183 Olson Path Suite 959,East Benjamintown,Ohio,65651,salaried,Cole Group,24907.973458367793,travel,7844.436337702895,4,False,True,False,True,True,El Salvador,vacation,9299.116998019797,2024-05-30,2024-08-19,True
Dawn Jones,other,1956-06-21,40,2054818108,jane08@example.org,5354 Mckenzie Wells,Port Michaelland,Rhode Island,55138,salaried,Benjamin PLC,16467.38948169638,travel,13624.921309607502,11,False,False,False,False,True,San Marino,business trip,7663.241156883864,2024-06-03,2024-08-25,False
James George,female,2003-01-19,50,219.475.7312,joneselizabeth@example.org,934 Hill Divide,New Christopherton,South Dakota,42621,self-employed,Foley-Davis,47013.76903840708,travel,5923.245337195882,3,True,True,True,False,True,Togo,business trip,4632.932302991036,2024-07-06,2024-08-21,False
Jack Anderson,female,1965-11-29,35,+1-849-298-7575x6554,birdkevin@example.org,2670 Hunter Keys,West Jessicashire,Virginia,28849,business owner,Sandoval LLC,25858.080539622977,travel,8598.06040387992,5,True,True,False,True,True,Trinidad and Tobago,vacation,5073.496693784584,2024-07-10,2024-09-21,False
Patrick Jones,female,1994-10-25,51,868-938-8774,floresjennifer@example.net,173 Juarez Inlet Apt. 035,East Michelle,Montana,15844,self-employed,Welch LLC,48285.3625993351,travel,19002.93350320988,4,True,True,False,False,True,Gambia,medical tourism,1957.0537239760242,2024-06-03,2024-09-02,True
Jason Mcclure,female,1991-01-31,50,5467094658,sergio86@example.org,0280 Munoz Port Apt. 685,Bryanview,Connecticut,24098,salaried,"Haynes, Flores and Gonzalez",23384.626194189408,travel,18162.38269979127,7,False,False,True,False,True,India,business trip,5897.777257852616,2024-06-30,2024-09-13,True
Derek Rogers,male,1962-01-26,66,206.866.6975x81785,lauren35@example.org,2571 Anderson Keys,Lake Jeremy,Texas,82973,self-employed,Ramirez and Sons,27659.134931624903,travel,17580.790931185446,4,True,True,True,False,True,Thailand,business trip,5257.825449366733,2024-06-21,2024-09-29,False
Erin Garrett,male,1981-10-11,30,(590)793-6310x173,sanchezkathryn@example.com,73563 Melissa Park,Molinaville,Missouri,88845,business owner,Hernandez-Townsend,26110.294437962286,travel,6851.874568074521,9,False,False,False,True,True,San Marino,vacation,5376.913581869462,2024-07-11,2024-08-09,False
Ashley Jordan,male,1970-07-06,42,001-938-619-0308x73212,brandi26@example.org,9624 Gonzales Walks,New Marcus,West Virginia,25975,self-employed,Larsen-Lambert,39834.766614090055,travel,11509.44440924513,6,True,True,False,False,True,Canada,medical tourism,9236.608556397772,2024-06-11,2024-09-17,False
Christopher Sparks,other,1999-03-03,70,454.528.6625x3206,ann12@example.org,5044 Salazar Station Suite 764,New Deborah,North Carolina,26092,self-employed,Copeland Group,23105.630666346464,travel,18072.292748021817,6,True,True,False,True,True,Trinidad and Tobago,vacation,3747.293446950058,2024-06-20,2024-09-06,False
Robert Clark,female,2002-12-20,65,001-361-597-2543x063,barberwendy@example.org,604 Richardson Isle Apt. 039,East Kelseyside,Kansas,97992,self-employed,Phillips PLC,32766.37090492991,travel,9362.956611916732,12,False,False,False,False,True,Mauritius,medical tourism,2978.7892858513997,2024-06-01,2024-08-12,False
Roger Griffith,other,1999-07-06,20,8579950323,mwiggins@example.com,14608 Parker Neck,Angelaton,Montana,12388,salaried,"Wilson, Pittman and Ewing",3700.531770779911,travel,4835.284363448268,9,True,True,True,True,True,Guinea-Bissau,medical tourism,1646.9315750255705,2024-07-02,2024-09-24,False
Austin Willis,other,1977-01-03,69,920-569-4699,lisafaulkner@example.org,6488 Kenneth Ports Apt. 877,West Garyport,Oklahoma,74271,business owner,Graham LLC,3580.7341732021173,travel,7440.80765860812,4,True,False,True,True,True,Tokelau,vacation,4298.738167235458,2024-06-18,2024-08-08,False
Shaun Miller,male,1982-08-08,50,+1-861-448-4417x7778,michaelrodriguez@example.org,024 Oneal Spur Apt. 929,South Jeffrey,New Hampshire,02204,salaried,Castro Ltd,17862.889803989,travel,10294.78923375857,4,False,True,False,True,True,Trinidad and Tobago,business trip,5850.569880368434,2024-06-22,2024-09-24,True
Tiffany James,female,1979-12-20,26,301.525.1524x9881,dbruce@example.net,2327 Megan Coves,Nathanport,Michigan,17399,salaried,Reyes-Krueger,23357.8471940206,travel,3473.132660054669,9,True,True,True,False,True,Ethiopia,business trip,6252.292296731917,2024-06-21,2024-09-08,False
Maria Blankenship,other,1958-07-24,62,+1-260-253-3499x26609,christopherparker@example.org,237 Christy Wells Apt. 297,New Alejandromouth,New Mexico,54134,self-employed,Williams-Shaw,32435.2204661577,travel,5187.246832446909,9,True,False,False,False,True,Korea,vacation,1255.3185109336507,2024-06-09,2024-08-25,False
Joseph Knight,other,1972-09-06,20,769.710.9288x382,benjaminwilliams@example.net,5512 Brenda Road Suite 994,Conleymouth,Wyoming,52504,business owner,Thomas PLC,41164.100188402845,travel,5661.602268033914,10,False,True,False,False,True,Kenya,business trip,8274.454588399547,2024-07-21,2024-08-28,False
Matthew Mcdonald,male,1986-06-30,25,(667)667-0754,jenniferturner@example.org,38275 Stacy Coves Suite 155,Port Lacey,New Hampshire,60377,self-employed,Price LLC,47476.33244745455,travel,2491.5763101414263,6,True,False,True,False,True,Antarctica (the territory South of 60 deg S),business trip,2869.6300894676324,2024-06-02,2024-09-05,True
Regina Harper,other,2000-03-02,34,570.966.5893,lopezryan@example.org,701 Anthony Mews,Brownborough,Texas,57880,salaried,Stone LLC,30243.418816256304,travel,2889.952749985003,7,False,True,False,True,True,Guyana,medical tourism,4162.795634789716,2024-06-20,2024-10-04,False
Kathryn Graves,other,1973-09-01,40,(237)382-2489,kimberly82@example.com,738 Gray Green Apt. 018,New Bridget,Delaware,56068,self-employed,Warner Group,27921.76766324012,travel,3521.664325554505,11,False,True,False,True,True,Turkmenistan,business trip,5870.256726152021,2024-07-21,2024-09-15,False
Carol Perkins,other,1955-06-05,22,+1-655-952-5256,ghernandez@example.org,32793 Angela Port Suite 059,New Christopher,Illinois,59901,self-employed,"Branch, Shaffer and Zhang",10979.70960802951,travel,12445.436933621935,7,False,True,True,True,True,Brunei Darussalam,medical tourism,4612.917109018084,2024-07-22,2024-09-27,False
Joshua Davenport,female,1979-10-20,69,+1-691-837-0679,manuelcook@example.net,2512 Anthony Parkway,Ericksonmouth,Kentucky,32734,self-employed,Thompson Inc,14390.580077567209,travel,3246.813937464279,6,True,False,True,False,True,Namibia,business trip,6879.221831380276,2024-07-12,2024-09-12,False
Rachel Garcia,male,1965-08-01,53,859.288.1422x1190,hhernandez@example.com,286 Brandi Wells,Owensbury,Massachusetts,28263,business owner,Thomas-Patterson,22825.98540740726,travel,7872.26620539831,4,True,False,True,False,True,Monaco,medical tourism,9198.640830069357,2024-06-11,2024-09-01,True
Christopher Chase,other,1990-12-16,46,290-987-8889x214,hernandezpatrick@example.com,3800 Clark Passage,Joeshire,Oklahoma,31725,business owner,Wilson and Sons,24655.154081423,travel,11394.468099679609,10,False,False,False,True,True,French Polynesia,medical tourism,6463.641944126192,2024-07-21,2024-08-09,False
Mrs. Holly Duncan,male,1963-11-22,33,+1-910-321-8827x5484,jonathonrocha@example.org,7786 Weaver Point Apt. 606,Debrachester,Oregon,66381,self-employed,"Diaz, Lewis and Kelly",34803.97822664935,travel,6872.277266629525,6,False,False,True,True,True,Tonga,business trip,5050.931856503876,2024-06-26,2024-08-17,True
Michael Hawkins,other,1961-04-05,45,8086861819,bcastro@example.com,1610 Valenzuela Garden,New Williamland,Ohio,20999,self-employed,Joyce-Bryant,23481.68303746815,travel,3090.312973479913,6,False,False,True,False,True,Algeria,vacation,6234.967902651023,2024-06-20,2024-08-05,True
Pamela Shaw,female,1958-06-21,47,946.458.4607x751,charles84@example.org,325 Lane Parkway,Jenniferbury,Georgia,63307,salaried,"Webster, Berg and Davis",17486.473091533146,travel,11704.69795865374,11,False,True,False,True,True,United Arab Emirates,vacation,1354.594933725451,2024-06-17,2024-08-28,True
James West,male,1953-11-13,54,2808712598,ypeterson@example.org,4372 Brian Centers Apt. 841,Margaretberg,Vermont,26591,self-employed,Cooper Inc,7202.838224126041,travel,18074.992876743294,10,False,False,True,False,True,Moldova,vacation,5181.768394137891,2024-07-15,2024-08-05,True
Shelly Mercado,male,1966-12-29,20,3483148020,johnsilva@example.net,04033 Walker Dale,Port Jordanberg,New Hampshire,14587,salaried,Gay PLC,39956.59320945715,travel,11360.363163893659,12,False,True,True,True,True,Lithuania,medical tourism,7706.694972843258,2024-07-17,2024-09-02,True
Jason Garcia,female,1956-08-09,56,(722)807-4099,adam33@example.org,4349 Sara Shoals,Sarahview,Connecticut,33687,business owner,"Santiago, Chavez and Hamilton",25617.291460676453,travel,19638.109586988205,6,True,True,False,False,True,Iraq,medical tourism,5146.178223326458,2024-06-01,2024-08-26,False
Christopher Snyder,male,1957-05-23,45,+1-301-468-2217,james60@example.net,779 Wendy Spur,Kirbychester,Massachusetts,14002,self-employed,Hughes-Harmon,48783.836718262246,travel,14735.21708361178,6,False,False,False,True,True,United Arab Emirates,business trip,5324.576668841067,2024-06-07,2024-08-01,True
Nicholas Murphy,female,1973-09-04,42,(902)381-5224x8795,suzanne82@example.org,442 Jeremy Extension Suite 632,Bryanshire,Illinois,79956,business owner,Russell Group,29832.967848115502,travel,12675.96330753222,8,True,True,False,True,True,Mauritius,vacation,6170.596424849298,2024-05-27,2024-09-17,True
Lisa Huffman,male,1998-04-01,37,834.673.1109,elowery@example.org,930 Robinson Grove,East Dianeburgh,Kansas,75285,business owner,"Pittman, Baker and Dyer",6779.630116642704,travel,10856.057878397674,10,False,True,False,True,True,Zambia,medical tourism,7179.207978019872,2024-07-11,2024-08-12,False
