fullName,gender,dob,age,contactNumber,email,address,city,state,pin,employmentType,employerName,netMonthlyIncome,loanType,loanAmount,loanTenure,hasIdentityProof,hasAddressProof,hasBankStatement,hasSalaryProof,declaration,businessName,businessType,businessRegistrationNumber,businessStartDate,businessIncome,businessExpenses,businessAssets,businessLiabilities,loanApproved
Amanda Cole,other,1987-08-16,49,832-765-4385,dmalone@example.org,3899 Boyle Island,North Jacksonport,Alabama,34969,business owner,Schneider-Espinoza,17581.47769220357,business,49840.00603148053,22,False,False,False,False,True,Patterson Group,sole proprietorship,1e6ff363-7bc4-454f-8cbc-ecc8f1c8f154,2010-04-19,25668.995660165594,14568.75388348596,17041.305077676978,1766.3870366301844,False
Billy Poole,male,1973-05-06,23,001-406-882-2436x1756,kmiller@example.net,896 Torres Orchard Apt. 166,Edwardshaven,New Mexico,44124,self-employed,"Brown, Rodriguez and West",7915.800856670358,business,94779.15275399019,20,True,True,False,True,True,Hull-Adams,sole proprietorship,012b546f-fc4c-4211-bf65-396a57f3b5d4,2001-08-22,6145.736576176574,6401.4765889103755,26815.305795325374,4639.010417054096,True
Jessica Solis,male,1960-01-28,42,(762)573-3847x91761,rebecca23@example.net,5861 Suarez Streets,Sawyerland,Nevada,42910,self-employed,Pena LLC,14634.83050367692,business,79237.09928057887,14,False,False,True,False,True,Armstrong-Nichols,sole proprietorship,456f3aeb-7bb8-44f8-ba4f-05ed903a75f5,2000-06-25,15920.370904796937,19346.54941984022,31916.480656455456,1918.4073609325,False
Jason Thomas,other,1975-03-04,44,9356971633,tyrone36@example.net,898 Proctor Trail Apt. 523,Briannatown,Connecticut,60464,self-employed,Perez and Sons,43206.60188157625,business,17547.259605169143,12,True,True,False,False,True,"Campos, Boyd and Fisher",sole proprietorship,5ae4c6f4-bab1-4fe2-8019-528a5b6f854b,2019-09-15,37062.97442041047,3736.3571810680146,12497.387752023096,3959.280944946974,True
Dr. Ricardo Osborn,female,1988-08-23,39,001-333-848-0078x236,whitemichael@example.org,811 Robert Overpass,Lake Vincentton,New York,73249,salaried,Chapman and Sons,9793.993139342845,business,71266.2468349105,35,True,True,True,True,True,"Boone, Green and Martin",corporation,5220846d-7be6-47c5-8d09-fb3253b0438b,2022-06-26,15067.601622634415,18047.762074919698,38289.90407489079,4719.076123515067,False
Kyle Robinson,female,1968-11-05,63,001-432-439-5796,fbradley@example.com,39436 Garrett Forks Suite 146,Christineberg,New Hampshire,31121,business owner,Schneider Group,46034.30054433243,business,49544.676000799984,15,True,True,True,True,True,Norris-Farmer,partnership,b3e636dd-c932-4ed1-9b4e-046c6e4916c5,2019-09-16,42997.14430782541,14706.719730550498,21497.088394529703,8872.041894733582,True
Ellen Jones,male,1983-09-02,56,777-226-8900x8977,vincentmartha@example.net,019 Amanda Glens Apt. 900,Wilsonland,Connecticut,76729,business owner,"Buckley, Winters and Riley",2526.191356515655,business,78267.10841716999,18,True,False,False,False,True,Brown Inc,partnership,63dd76cc-b9c0-4413-b22a-c1ce6f84cfc8,2002-10-20,32416.540791565192,4060.488346016943,48297.740314299444,7641.834766462642,False
Faith Mejia,female,1961-06-25,57,998-978-1670,andersonjoseph@example.com,065 Cameron Mall Apt. 374,East Jamiefurt,Wyoming,14949,business owner,Miranda-Mejia,13937.009582686642,business,66875.55078980875,36,False,True,True,True,True,"May, Ruiz and Mason",corporation,1f882f08-4c3f-4764-89d6-f4ebd9e2e49b,2003-04-12,24671.882471961668,17674.628568212753,25994.30852483316,2778.805738403729,False
Natasha Stevens,other,1979-04-09,31,(224)889-3256,jonesdanny@example.org,252 Schmidt Courts,Port Ashleyview,Virginia,29019,self-employed,"Ellis, Nolan and Ramos",38791.43711774152,business,89687.07519794372,34,True,True,False,True,True,"Myers, Hoffman and Brooks",corporation,4a57e9c3-542b-49b4-b847-6e6c6b6071ce,2020-04-10,7607.560489870833,15975.622985246255,19750.186045057144,3512.655199952072,True
Thomas Clarke,male,2004-05-21,35,262.387.7164x27046,zmcmahon@example.net,0619 Flynn Parkways Apt. 039,East Steven,New Mexico,43644,salaried,Parker-Montoya,42721.077987773126,business,49376.44659794719,25,False,True,False,True,True,Williams-Flores,corporation,fc772885-5752-4c07-b9e2-f6321629549d,2020-03-22,11096.408119252927,8835.967138940323,33067.710673782785,4755.455227880222,False
Jeremiah Webb,female,1980-04-08,65,850.371.0128x62831,phillipsdonna@example.com,22413 Shaun Junction,New Monica,Washington,63642,business owner,Fox LLC,5936.298063595387,business,20527.910369863224,13,False,False,False,False,True,Richardson-Leonard,partnership,97c3bc7d-a2f8-4bdb-af77-2b75d67e712c,2023-03-13,43168.23667464357,6652.653580862386,45521.03038158248,5884.1540706605165,False
Pedro Hill,female,1985-03-27,38,8208842654,haynespatrick@example.org,926 Rachel Inlet Apt. 747,Garciaville,Georgia,70365,business owner,"Cook, Johnson and Newman",4227.804852592177,business,62762.96522609694,20,True,True,False,True,True,"Grant, Garcia and Allen",sole proprietorship,071d5ab3-ca51-40eb-9dcc-fb208038dd9e,2008-05-17,36733.69637543104,13435.81274963736,39630.71229178765,2752.835905425314,False
Scott Campbell,female,1980-05-18,34,621-283-1770x23676,florestravis@example.net,644 Lowe Tunnel,Cabreraside,Wyoming,03206,self-employed,Rose-Allen,39721.38203049842,business,59952.83468464747,20,False,False,True,True,True,Miller and Sons,corporation,44abf162-54ca-455d-a174-65c233125002,2002-05-09,32633.740428225436,9763.3653046498,43987.246208004704,8016.708232989825,False
Richard Smith,male,1997-02-01,38,465-575-6939x20692,yolanda10@example.org,2014 Johnson Ports Apt. 804,Kathleenfort,Maine,65801,salaried,Villanueva LLC,15471.63333699734,business,69272.27345249685,27,True,True,False,False,True,Harrison PLC,partnership,2c86a5ff-575e-471b-a82a-d2ee1e4cf4db,2015-11-15,45304.05938361297,13542.302272611414,28359.267714872996,1802.1742196857513,False
James Brown,female,2004-12-27,22,+1-222-286-9044x176,brendahaley@example.net,65583 Katie Inlet,Frederickview,Oregon,32775,salaried,"Farmer, Best and Gill",2885.8623204611595,business,45514.60796030387,16,False,False,True,True,True,Vasquez Ltd,sole proprietorship,393a554d-9502-4858-b134-0622234303ae,2020-12-29,32282.096453274076,7335.38328706859,11100.16670302412,6675.129147312411,True
Megan Wilson,other,2006-01-22,50,743.478.6974,masonfrederick@example.org,171 Thompson Inlet,Ericmouth,Ohio,47069,salaried,"Combs, Hopkins and Wilson",42677.3164834404,business,99811.48142397207,14,True,True,True,True,True,Aguirre PLC,partnership,89967e4c-3179-407e-b2b7-8bfed4641c8b,2020-12-03,17136.675600090784,18248.456507736002,23600.76674209847,9567.991024032579,False
Samantha Williams,other,1961-08-31,21,292-263-0538x896,mcannon@example.com,65660 John Springs,West Tonya,Hawaii,55226,business owner,Proctor-Ross,27480.743234376016,business,65458.00378974665,20,True,False,True,True,True,Henry-Mccoy,corporation,a3012dd5-96dc-495e-b6d7-732785cb87ff,2014-09-07,31838.185909004937,4639.167286620403,16493.71306160585,9666.805839168414,False
Laura Davis MD,other,1953-09-19,38,(801)910-4732,qsosa@example.org,404 Emma Underpass Suite 201,Hernandezland,Texas,35299,self-employed,Phillips-Marsh,5260.430758865157,business,59787.05249507115,20,False,True,False,True,True,Montgomery and Sons,partnership,a8e24ba0-f1f7-4e03-888a-6a3b20278d18,2021-05-24,43541.39877991081,13240.162986003403,46377.48244538053,6185.136921236464,False
Richard Massey,other,1984-12-16,27,+1-387-726-8431x74554,qtaylor@example.net,2918 Murillo Parkway,Lake Richard,Maine,75789,self-employed,Mays PLC,15909.407524298396,business,79655.21003813205,14,False,True,True,True,True,Mann-Smith,sole proprietorship,5e820890-0ea1-4628-b9c5-68ffdf2ac0ef,2009-02-10,36169.723853238436,17488.40707996219,26666.261386579903,6062.664615700246,False
Ian Clark,other,1996-02-11,69,264-755-9002x116,peckshawn@example.org,2741 Lisa Parkway,North Aimeeport,Illinois,30090,self-employed,Carney LLC,42748.263807257135,business,69052.86735713019,36,False,False,True,True,True,Thornton-Valdez,partnership,8c6906cd-2120-48cc-bae3-582c8ed3d221,2004-06-06,17410.105300446936,12113.297944060192,47632.02303193308,3100.3101919776745,False
Jeffrey Marks,female,1968-06-17,47,704.658.9178x7031,christopher17@example.org,40561 Hayes Haven Suite 502,South Scottfort,Alaska,31690,self-employed,"Hall, Gillespie and Hunter",7789.358385498583,business,68171.8035150427,27,False,False,True,True,True,Weaver-Butler,sole proprietorship,090aebb7-09ef-4cfb-acf1-92c31d47d159,2021-11-14,30484.059045049264,7240.056951917673,29496.027585099328,1103.1466665195617,False
Logan Cole,male,1969-11-15,54,525-676-7370,riddlejames@example.org,24899 Hubbard Landing Apt. 250,Lake Tara,Indiana,82045,self-employed,Carter-Jefferson,38774.133620012544,business,10511.288613607214,15,False,False,True,False,True,"Walker, Williams and Baker",partnership,b6f22e8d-d823-477a-9b84-92d87c5a222a,2019-03-21,49096.13476029663,16539.605189843343,34403.034795991865,3012.629694068124,False
Thomas Marsh,other,1980-10-02,64,001-292-343-2033x848,guerreropatricia@example.net,3029 Potter Stravenue Apt. 223,South Jerry,Wyoming,97425,business owner,Smith Ltd,16182.464792011564,business,10288.533636931852,26,True,True,False,True,True,Gonzales-Wall,partnership,195ade3f-50d2-4ad1-8313-401ca3d40d8e,2003-03-16,13118.865536519492,18996.80614169282,41128.349495005095,3939.8336476983172,True
Leah Taylor,other,1975-09-23,66,318.994.1740,elizabethhenderson@example.org,623 Morgan Oval,Lake Courtneyfort,Massachusetts,64534,business owner,Brown LLC,13462.71834777613,business,11809.15092933464,29,False,True,False,False,True,Thompson-Clark,partnership,4a1296d9-9831-4ec2-bd8c-903f9dda90ec,2018-07-16,32637.42189762708,10904.353028578915,22151.7198991439,9744.740447794875,True
Megan Quinn,other,1967-10-04,21,(721)381-0424,mcdonaldnicole@example.org,0933 Moore Branch,Kristinton,Pennsylvania,81186,self-employed,Rojas and Sons,34331.70117605421,business,71446.34153115195,26,True,True,False,True,True,Melton PLC,sole proprietorship,618f3cb5-b382-44e1-85b2-704672438680,2000-10-27,15866.653473721646,8067.635878027901,37266.38425790471,9093.475883648043,True
Jason Drake,other,1958-02-03,32,749-544-1067,james52@example.com,74625 Jamie Keys,North Jamesbury,Pennsylvania,50390,salaried,Wise-Rasmussen,22439.156667049465,business,40353.2991040201,36,True,False,True,False,True,Phillips-Black,sole proprietorship,45606655-b289-4edb-9f8a-3b6ac247d3ae,2005-04-29,31707.94345581455,13446.020780624569,12942.380622017823,1526.3526213481855,False
Donald Walton,female,1983-12-08,68,9067878277,ellen34@example.org,8997 Perez Street,North Jennifer,Missouri,25940,business owner,Jones Group,45468.56137784549,business,98129.02773764596,30,False,True,True,False,True,Herrera Inc,partnership,6479e1a2-e624-487f-96c2-3c06924b53f9,2016-05-07,47433.7776435538,10391.19574000434,11784.272858692493,1111.8945116717919,True
Melissa Blankenship,other,1974-05-29,60,(591)961-6788,nicholas01@example.org,5605 Nelson Crescent,South David,California,55859,self-employed,Howard LLC,13381.026758474081,business,74290.79978322797,33,True,False,False,True,True,Smith-Jackson,partnership,a3825526-1249-4f98-bc83-2d7566227b82,2019-02-15,31934.01376753935,2873.4433611467657,49492.095127487904,3874.4845996493736,False
Anna Williams,male,1978-06-09,57,326.517.4782x9288,rcampos@example.org,7304 Scott Forks Suite 225,West Raymondhaven,New Mexico,06476,self-employed,"Lee, Davis and Maldonado",11497.66788222894,business,22232.70030415871,31,False,False,True,False,True,"Richardson, Taylor and Cooper",corporation,6672c066-ff14-4803-a1a4-d34b836ca30d,2020-01-17,16304.333366781284,4406.068196317132,22914.575372049156,4336.14583214887,False
Jeremy Adams,female,1956-07-09,58,637-247-8736,pdouglas@example.net,1474 Lisa Plaza Apt. 172,North Kristaburgh,Indiana,55356,self-employed,"Sandoval, Burke and Watts",8497.277895392335,business,32973.51402615222,24,True,False,False,False,True,"Gonzalez, Perkins and Hart",corporation,8ce115e0-954e-4791-a936-401bc346584d,2021-03-29,28023.82345235516,15369.85269784853,30268.4996288297,5608.198487018808,True
Wanda Larson,other,1964-03-30,42,(250)708-3265x58202,jeffrey31@example.com,2459 Lindsay Corners,Natalieburgh,Michigan,55347,salaried,Hurley-Smith,19893.83995086956,business,21122.5833350666,12,False,False,False,True,True,Smith-Perkins,partnership,dcf8e6fa-cfa6-4f72-87cf-8c0e572d4585,2000-02-03,46700.73297802399,16613.485840432026,37091.00858222146,9152.64487822574,True
David Tucker,other,2006-05-18,21,7556729215,kenneth46@example.com,891 Joshua Springs,West Gail,Pennsylvania,68527,self-employed,Roberts-Perez,28557.26550193551,business,13703.95969170842,15,True,True,False,False,True,Murray-Cross,partnership,ba48e211-dca3-46af-b121-f293129daed1,2000-05-06,46180.01521495039,11171.493111583364,11571.078036282519,4869.650964055834,True
William Martinez,female,1978-04-15,36,885.359.9941,careykenneth@example.net,01810 Dougherty Trafficway,Duncanshire,Idaho,16929,self-employed,"Mckee, Bell and Oconnell",38046.316317134966,business,58603.246755947526,21,False,True,False,False,True,Wright LLC,partnership,4372172c-553f-40bf-b91d-ab6e7793177e,2013-11-24,45263.90163893646,3041.4684200315883,18383.141136729406,4392.2457705373145,False
Jerry Rojas,male,1994-12-06,41,704-445-7147,ricky50@example.net,2928 Ryan Lane,South Shawn,Mississippi,45116,self-employed,"Murphy, Salas and Soto",27561.65444562704,business,81253.34672134201,34,False,True,True,True,True,Diaz LLC,sole proprietorship,6024c3d3-15d6-44a0-8bc5-1ce65340b514,2002-06-05,49604.53699248325,14189.92179446465,17159.86177286146,6006.579167324869,True
Alan Wright DDS,male,1954-06-03,37,001-310-376-6197,xtyler@example.com,843 Stephen Viaduct,North David,Hawaii,51395,salaried,Hall and Sons,13132.80058746208,business,25322.088054897962,15,False,True,True,False,True,"Montgomery, Anthony and Fox",corporation,76d1ecb2-4c8d-4428-86c5-53de1d95ba95,2002-10-23,12268.984382714105,18121.53498157031,10357.891389639464,7258.598491937129,True
Yvonne Vargas,other,2002-07-13,44,001-238-801-6481,petersenbrooke@example.com,61567 Kristine Loop Suite 774,Madelinebury,Iowa,24397,self-employed,Mcguire Ltd,6139.8338053282605,business,36194.42423783151,22,False,False,True,False,True,"Miller, Erickson and Thomas",partnership,85e89552-ab21-4db2-8993-21309213017b,2021-08-10,19761.102622999177,6989.579762739876,26504.40301683379,5281.877640386841,False
William Williams,female,1971-10-22,60,(764)978-8635x65905,mcmillanrandy@example.org,166 Alexander Glens,Jamesland,Kansas,89805,business owner,Gardner Ltd,15444.666331746415,business,40130.020617528935,26,False,False,False,True,True,"Flores, Hopkins and Brock",partnership,7b112b99-f9bb-4e66-865f-d15875f1f323,2003-08-01,43863.51211377154,7056.060324626459,34370.61789887035,8680.121357766273,False
Jessica Thompson,male,2006-01-18,46,(667)232-7616x426,mharper@example.org,41912 Graham Orchard,Colefort,Alaska,16066,business owner,Sharp-Middleton,12577.824609463047,business,45630.32044780197,30,True,True,False,True,True,Anderson-Cochran,corporation,8f17c110-d95d-41c8-9e2c-6e7e815c158c,2024-02-06,28655.553726628932,15961.775998978448,33747.08030135098,5802.007204837804,False
Andrew Kennedy,male,1970-09-12,57,7555292620,jessicaperez@example.net,683 Reed Springs,New Peter,Ohio,64101,self-employed,Manning LLC,12599.046693665487,business,15875.400063393972,24,False,False,False,False,True,Washington Inc,corporation,e05eb1bf-b833-41c2-a10d-bf104bb0e656,2000-08-11,43278.1007933201,18837.96565819902,27175.304790198723,8641.41908925376,True
Corey Chavez,other,1962-02-08,24,400.223.9307,wilsonjoshua@example.net,705 Matthew Camp Apt. 143,Sergiostad,Ohio,23116,salaried,Dalton-Elliott,8520.449960277329,business,97188.49226595587,28,False,True,False,True,True,Stafford Inc,partnership,5802c690-69cd-4b98-b769-7bcb78d298b0,2005-05-31,32112.76624342918,11890.538234685962,15470.161332343334,4553.156457102181,True
Maria Watson,male,1994-01-30,44,615.692.0646x88692,jennifervaldez@example.net,9119 Costa Throughway,South Isabella,Louisiana,77173,business owner,"Gonzales, Stephens and Leon",36879.307996663556,business,26505.439880320093,21,True,False,True,True,True,Allen PLC,corporation,eba0aaf2-caea-4316-8a08-91bc8e491cd6,2006-03-20,17135.10800675513,19039.779763677372,23794.675443669687,5016.24219008167,True
Joshua Jones,female,1994-12-14,70,(320)594-1470x05213,jenniferbuckley@example.net,1133 Singh Station Apt. 744,Velazquezmouth,New Mexico,50092,self-employed,"Murphy, Murphy and Henry",28455.89530006653,business,21966.56742077382,18,True,True,False,True,True,"King, Wells and English",corporation,1942fd34-7c31-4a6c-88a2-487d124fff75,2007-05-03,45516.54432124982,7381.85050465721,41272.846362766926,1699.1905734881702,False
Derek Berry,male,1965-12-16,19,(299)752-1447,vincent77@example.org,302 Michael View,Garybury,Alaska,36727,business owner,Nguyen-Terry,36866.32396117792,business,96738.83326705743,34,False,True,True,True,True,Harrington Group,corporation,a111ff7e-d549-4b86-93ca-8625153e5bc8,2009-12-19,19591.328857055178,12330.556987999125,47252.2824201004,4966.772434128563,True
Mr. Mark Butler MD,other,1974-12-26,26,977-768-4673,jennifer33@example.net,2407 Michael Station,Jesushaven,Minnesota,96384,business owner,Morris-Gardner,26979.218504450466,business,34304.09829238678,29,False,True,False,False,True,"Hawkins, Martin and Burgess",corporation,cd503271-67b5-44fc-8af8-c674a508a4ba,2010-09-23,28865.723834404984,14284.15330991885,31283.990813202417,5861.3405507349,True
James Butler,male,2003-06-30,25,001-440-494-0368x63941,robertkey@example.net,4327 Castro Springs,West Dennisview,Texas,85801,salaried,Anderson and Sons,34117.23048195797,business,25033.40423398421,28,True,True,True,True,True,Johnson PLC,partnership,522f9b23-9625-4ae0-a15a-39b212fef78c,2004-10-29,38278.63905422017,7831.431028629839,12048.42699738783,6813.016487668542,False
Shawn Brandt,other,1978-07-24,69,001-208-553-6412x8720,mcintoshdwayne@example.com,24463 Christopher Route,Brendashire,Maryland,06866,salaried,Beltran-Ramirez,45080.984092863866,business,46575.83609454143,34,True,True,False,False,True,Fernandez Group,sole proprietorship,8ffc30b9-e4be-40ba-86c9-14459e34f408,2003-03-08,30939.106754336994,16504.81314786646,35518.370847384154,6216.983434399418,True
Jacob Wright,male,1990-02-28,57,645-696-6588x04595,gerald53@example.com,0611 Felicia Lakes,Norriston,Utah,07127,self-employed,Harris LLC,32080.817681984714,business,80700.42298672779,30,False,False,True,False,True,"Hernandez, Porter and Stevenson",sole proprietorship,36099d51-3387-4da5-949a-6fc9b0398d8d,2004-09-27,7718.723097854209,5869.7198723711135,22211.497926452597,3408.866221592513,False
Joseph Chapman,female,1953-09-03,67,4046341849,kelsey91@example.org,63227 Alisha Skyway Suite 124,South Michaelhaven,Maine,15697,self-employed,Maxwell-Myers,9657.595935748002,business,88783.47681241852,33,True,True,True,True,True,French-Jackson,partnership,c11a43c8-7885-4516-87ea-e5df2ea0e98e,2021-11-28,26838.324049343122,15071.750151587681,48455.163018173414,5696.120616608745,False
Michael Fox,other,1962-09-03,48,+1-305-206-3365x393,qcaldwell@example.net,655 Brooks Route,Port Patrickfort,New Hampshire,44229,salaried,"Caldwell, Duncan and Taylor",49904.25211462873,business,32660.823537006687,22,False,False,False,False,True,Crawford Ltd,corporation,f7c9a616-6222-4815-bc91-9b2ab3d855d3,2007-01-17,27013.953392212083,19328.924170431317,21592.582874260515,1508.3475536787143,True
Jennifer Cabrera,male,1963-07-11,56,+1-456-503-6310,ymorgan@example.com,4021 Craig Neck,Port Krystal,Illinois,89149,business owner,"Diaz, Fernandez and Johnson",40135.167401624436,business,13394.951991411304,36,False,True,True,False,True,Thornton Group,sole proprietorship,428c72ae-cd59-45ef-8a33-402b79c52c67,2018-07-10,7168.982610663825,6972.701655274741,38053.94694135243,8980.530635516592,True
Mark Keller,other,1973-11-24,48,+1-282-489-1963,amber55@example.org,0488 Hawkins Spur,Port Amandastad,Kansas,38178,self-employed,Alvarado-Morris,13947.322254375307,business,41093.86272948983,25,True,True,True,False,True,Brown LLC,sole proprietorship,eba188ee-791d-4651-b543-333da6ff3ef0,2018-07-27,45297.3660877742,9533.394522600458,10899.591277636951,3640.688494119371,False
Holly Wiggins,female,1994-03-05,38,001-567-535-5636x896,megan05@example.net,414 Katherine Mountain Suite 498,Lake Kellyburgh,Idaho,45920,business owner,Kelly and Sons,15480.869011723447,business,36014.091958375444,22,True,False,True,True,True,Bryant PLC,corporation,710d1cdf-e40b-4357-b889-01beb6e256ff,2002-04-13,40733.84665120219,14244.714377575097,42488.41885112779,5455.426586108857,False
Sean Galloway,female,1997-10-04,21,907-512-2177x7185,znorman@example.org,9989 Herring Cliffs Apt. 098,Jasonfort,Georgia,66957,self-employed,Hale Inc,22980.611797621463,business,38994.83207700404,27,True,False,True,False,True,Washington-Deleon,corporation,70c8bc8d-542e-4449-8d6a-30cca2866350,2005-10-22,49192.57577658007,13400.639424184728,10376.308041026063,9778.245511962567,True
Christopher Roy,male,1955-03-12,67,001-702-941-7803,ruiztimothy@example.org,8318 Hoover Way Apt. 186,South Kristina,New Jersey,03814,self-employed,Hanson-Garcia,49317.60804805821,business,63118.02767629343,13,True,False,True,True,True,"Holmes, James and Williamson",sole proprietorship,c0d2ec4d-b0d4-4ba2-bf9e-ed050c68a23b,2007-12-11,37010.46440635482,12465.92721687462,49514.24237164799,6808.743002319342,True
Monique Castro,other,1985-09-24,38,641-924-6694x730,smithchristina@example.net,9334 Williams Inlet Suite 660,Clarkfurt,Massachusetts,57318,salaried,Sullivan PLC,49866.15414007967,business,26263.615987910838,35,False,True,False,False,True,"Thomas, Bowman and Young",corporation,cc7e0bfa-ab7b-457d-94aa-0fa98d044846,2023-11-27,37008.65923133216,7305.422107771464,35362.757876566335,2171.45175541992,True
David Hodges,other,1990-06-30,53,492.632.6286,randall28@example.net,35082 Gail Meadow Suite 538,Maxshire,Tennessee,41249,business owner,Munoz Ltd,25638.18688398245,business,49554.48159056127,35,True,False,False,True,True,White-Garcia,partnership,37daa578-0b44-46ca-89af-c8735ebaaeca,2012-11-01,13371.902637579506,16251.46607149925,20863.508497785406,9387.998812584108,True
Joe Simmons,other,1997-03-31,43,001-731-874-0367x9543,johnathan29@example.org,33696 Craig Circle Apt. 405,Lake Ryan,Florida,32372,salaried,"Turner, Lewis and Spears",15282.207365817701,business,22611.44310442942,20,True,True,True,True,True,"Harper, Wells and Jackson",sole proprietorship,f2674d24-6eff-449a-9ead-45e0e8a3b48e,2010-09-17,47230.24211894108,18460.141490499565,20763.559294315743,7024.479901853367,False
Danny Jenkins,other,1980-08-18,23,(966)530-4594,kathrynvaughan@example.net,339 Carroll Plaza Suite 328,East Brookehaven,South Carolina,82446,salaried,"Allen, Ward and Morris",48599.44025666879,business,51266.333924490784,29,False,True,True,True,True,Hardin Inc,corporation,2f8b6817-1bc3-4dad-adff-0ce3c78d01c6,2019-10-15,26795.530417494658,5734.778220515125,17629.457556978337,6719.659935974128,False
Jessica Warren,other,1959-03-03,53,001-567-786-0624x18265,joseph86@example.org,86109 Randy Gateway,South Donald,Vermont,22428,business owner,"Sullivan, Moss and Ford",11470.638419866704,business,99549.87632666867,28,True,True,False,True,True,"Anderson, Clark and Hahn",corporation,c134ff6f-7250-4f26-ac2f-67c760e1ae50,2009-12-09,39997.25001433578,6788.387706290602,19270.343869452932,6226.208548071032,True
Aaron Smith,female,1976-10-30,50,001-498-230-2764x53667,dennisscott@example.org,42591 Jennifer Unions,Haneyfurt,Vermont,29669,salaried,"Tucker, Hansen and Parker",6496.60869311969,business,77007.50741269968,36,False,True,False,False,True,Barnes-Gonzalez,corporation,0757ed62-5a20-4053-9505-9c862fd6b5ad,2006-03-19,18964.0934667618,15967.382195106007,13914.911193091273,7719.308378493536,True
John Graham,other,1985-09-02,65,(235)934-9295,blanchardhannah@example.org,77894 Gonzalez Locks,Cohenhaven,Delaware,23121,business owner,"Harvey, Davis and Gordon",35742.40100078755,business,46647.91968139338,33,True,False,True,False,True,Gutierrez-Burgess,corporation,4e575591-a383-41e7-8624-5f7c33173fda,2002-07-03,34937.55670748268,8352.66736406718,26418.672027649103,2758.0152947949978,False
Timothy Roberts,other,1963-03-06,69,(975)973-0243x1952,washingtonevan@example.net,29387 Kerri Route Apt. 266,East Anthonyville,New Jersey,47769,self-employed,Rodriguez-Rogers,47138.335832067736,business,69953.88160482357,15,False,False,True,False,True,"Horn, Doyle and Sanchez",corporation,ab5891ff-b289-4837-913e-5c93a57cea42,2022-07-03,31673.548152214124,13783.612165729652,47718.11349093379,7045.83790962141,True
Joseph Rodriguez,male,1956-10-26,27,359-665-2765x76263,veronicaevans@example.net,0800 Zimmerman Rest Suite 359,Valeriemouth,Arizona,04948,business owner,Beltran LLC,13217.379903776173,business,10710.284310813688,15,False,True,True,True,True,"Hardy, Hernandez and Walsh",partnership,64bdf158-5ba2-454c-95c1-4b39f6bf9bb9,2014-05-28,43467.62239231967,14149.58700201631,47872.435163748065,8441.274075594,True
Andrew Foster,female,1970-11-22,64,486-431-5077x7204,andregibson@example.com,3331 Jordan Road,Lake Rhonda,Minnesota,54763,business owner,"Fisher, Lee and Martinez",41184.13741325344,business,80935.45917468259,32,True,True,True,True,True,"Walker, Montgomery and Esparza",partnership,4cf69759-5d1b-4f84-93c3-9e4351302f65,2001-10-01,18121.118515753864,12249.24706440998,38024.60918073197,5417.1361664409,True
Jonathan Johnson,male,1981-04-30,53,001-362-492-9294x9311,shawn17@example.net,52573 Linda Trace Apt. 965,South Vickieland,Minnesota,35489,self-employed,Cabrera-Hill,43875.02748032307,business,34247.78946618103,30,False,False,False,True,True,Graham-Daniels,sole proprietorship,0bf57d99-2e70-4b6d-b5b0-4fb1c6123a15,2019-09-16,9665.440582083324,12916.866100444598,13978.776948660983,8050.684772534249,True
Jonathon Rice,female,1979-11-13,29,796-355-2113x3488,novakaaron@example.com,98668 Wright Key,Lauraburgh,New Jersey,82691,business owner,Bruce-Baker,38990.98715042499,business,98675.2483526656,26,True,False,False,True,True,Green-Powell,corporation,e5a9e298-c7ec-4f92-9693-2efead52f753,2003-11-10,7055.529926871338,10625.479840088525,10844.64215494379,2195.614328943249,True
Jason Jones,female,1970-10-10,69,001-578-375-8846x3586,ccalhoun@example.com,1617 Sheryl Summit Apt. 935,East Ashleyton,Wyoming,15162,salaried,Wagner-Mullen,34900.01248593297,business,12468.462911969587,23,False,False,True,False,True,"Delgado, Payne and Ayala",corporation,1e36bdca-1527-4635-85ef-58897e0c7e72,2005-10-13,36974.99493448976,12635.09674688503,33239.61317420901,5748.795653709545,False
Lori Hickman,female,1974-11-28,39,+1-873-243-2687,carterkathryn@example.net,3234 Ann Cape,New Juanmouth,Arkansas,93294,business owner,Mason LLC,34924.23108446343,business,79849.29468801378,35,False,True,True,True,True,Strong Ltd,sole proprietorship,f78d4de6-a223-4f7c-9ecd-99fb842cbee5,2014-02-21,32715.376375689422,17571.67782018279,26991.448398061468,4099.588154341702,True
James Barrera,other,1961-02-19,42,787-284-6025x529,andrewgonzales@example.net,9057 Kimberly Forks,North Megan,New Jersey,48764,salaried,Lee-Evans,14534.445970341245,business,31342.448197408226,17,False,True,True,False,True,"Harrison, Johnson and Brown",partnership,dc74ae5b-3f07-415b-8808-83cac2c3f48c,2004-11-17,5957.099128473948,8305.547404310908,25852.900274051466,7503.161920115291,False
Krista Romero,male,1989-08-05,52,(570)303-1121x1135,sarah10@example.net,52974 Jerry Ways,South Michelle,North Dakota,33789,salaried,Barrera Group,20108.912877197312,business,34419.7802259655,26,False,True,False,True,True,Cohen and Sons,corporation,eb18e438-3cab-4220-b57e-46eb1a477cc0,2021-06-06,27658.545347916268,6955.638550961528,25828.93907488676,6996.195921654636,False
